station,level_1,date,actual,forecast
Tiantan,37,2016-04-01,65.8125,
Tiantan,38,2016-05-01,48.961021505376344,
Tiantan,39,2016-06-01,62.451388888888886,
Tiantan,40,2016-07-01,71.19153225806451,
Tiantan,41,2016-08-01,48.28360215053763,
Tiantan,42,2016-09-01,56.415277777777774,
Tiantan,43,2016-10-01,80.39650537634408,
Tiantan,44,2016-11-01,99.84583333333333,
Tiantan,45,2016-12-01,143.21370967741936,
Tiantan,46,2017-01-01,121.5241935483871,
Tiantan,47,2017-02-01,71.78125,
Tiantan,48,2017-03-01,,72.57686310868448
Tiantan,49,2017-04-01,,82.23742035828026
Tiantan,50,2017-05-01,,82.23742035828026
Tiantan,51,2017-06-01,,82.23742035828026
Tiantan,52,2017-07-01,,82.23742035828026
Tiantan,53,2017-08-01,,82.23742035828026
Tiantan,54,2017-09-01,,82.23742035828026
Tiantan,55,2017-10-01,,82.23742035828026
Tiantan,56,2017-11-01,,82.23742035828026
Tiantan,57,2017-12-01,,82.23742035828026
Tiantan,58,2018-01-01,,82.23742035828026
Tiantan,59,2018-02-01,,82.23742035828026
Wanliu,0,2013-03-01,110.27284946236558,
Wanliu,1,2013-04-01,66.54166666666667,
Wanliu,2,2013-05-01,92.97849462365592,
Wanliu,3,2013-06-01,119.98055555555555,
Wanliu,4,2013-07-01,75.71438172043011,
Wanliu,5,2013-08-01,67.03696236559139,
Wanliu,6,2013-09-01,86.82083333333334,
Wanliu,7,2013-10-01,103.8508064516129,
Wanliu,8,2013-11-01,87.34652777777778,
Wanliu,9,2013-12-01,104.1491935483871,
Wanliu,10,2014-01-01,110.05376344086021,
Wanliu,11,2014-02-01,162.28199404761904,
Wanliu,12,2014-03-01,98.7385752688172,
Wanliu,13,2014-04-01,92.45625,
Wanliu,14,2014-05-01,63.70403225806452,
Wanliu,15,2014-06-01,56.48125,
Wanliu,16,2014-07-01,91.1989247311828,
Wanliu,17,2014-08-01,66.04529569892473,
Wanliu,18,2014-09-01,66.12805555555555,
Wanliu,19,2014-10-01,127.55510752688173,
Wanliu,20,2014-11-01,92.55097222222221,
Wanliu,21,2014-12-01,62.480510752688176,
Wanliu,22,2015-01-01,98.09153225806452,
Wanliu,23,2015-02-01,93.65327380952381,
Wanliu,24,2015-03-01,84.3331317204301,
Wanliu,25,2015-04-01,74.32291666666667,
Wanliu,26,2015-05-01,58.534274193548384,
Wanliu,27,2015-06-01,61.450694444444444,
Wanliu,28,2015-07-01,65.01680107526882,
Wanliu,29,2015-08-01,47.04435483870968,
Wanliu,30,2015-09-01,49.425,
Wanliu,31,2015-10-01,68.59408602150538,
Wanliu,32,2015-11-01,113.16944444444445,
Wanliu,33,2015-12-01,149.6747311827957,
Wanliu,34,2016-01-01,67.05779569892474,
Wanliu,35,2016-02-01,43.21192528735632,
Wanliu,36,2016-03-01,94.92204301075269,
Wanliu,37,2016-04-01,61.981944444444444,
Wanliu,38,2016-05-01,52.590053763440864,
Wanliu,39,2016-06-01,58.31875,
Wanliu,40,2016-07-01,70.86290322580645,
Wanliu,41,2016-08-01,45.203629032258064,
Wanliu,42,2016-09-01,53.10486111111111,
Wanliu,43,2016-10-01,82.3635752688172,
Wanliu,44,2016-11-01,98.79444444444445,
Wanliu,45,2016-12-01,126.52822580645162,
Wanliu,46,2017-01-01,115.72647849462365,
Wanliu,47,2017-02-01,69.66517857142857,
Wanliu,48,2017-03-01,,72.23443260280845
Wanliu,49,2017-04-01,,83.63668791801472
Wanliu,50,2017-05-01,,83.63668791801472
Wanliu,51,2017-06-01,,83.63668791801472
Wanliu,52,2017-07-01,,83.63668791801472
Wanliu,53,2017-08-01,,83.63668791801472
Wanliu,54,2017-09-01,,83.63668791801472
Wanliu,55,2017-10-01,,83.63668791801472
Wanliu,56,2017-11-01,,83.63668791801472
Wanliu,57,2017-12-01,,83.63668791801472
Wanliu,58,2018-01-01,,83.63668791801472
Wanliu,59,2018-02-01,,83.63668791801472
Wanshouxigong,0,2013-03-01,106.6989247311828,
Wanshouxigong,1,2013-04-01,78.90347222222222,
Wanshouxigong,2,2013-05-01,81.77016129032258,
Wanshouxigong,3,2013-06-01,105.86944444444444,
Wanshouxigong,4,2013-07-01,68.15053763440861,
Wanshouxigong,5,2013-08-01,59.399193548387096,
Wanshouxigong,6,2013-09-01,61.2875,
Wanshouxigong,7,2013-10-01,98.98387096774194,
Wanshouxigong,8,2013-11-01,84.32222222222222,
Wanshouxigong,9,2013-12-01,92.30712365591398,
Wanshouxigong,10,2014-01-01,117.00940860215054,
Wanshouxigong,11,2014-02-01,157.7938988095238,
Wanshouxigong,12,2014-03-01,98.74260752688173,
Wanshouxigong,13,2014-04-01,86.69375,
Wanshouxigong,14,2014-05-01,64.66787634408603,
Wanshouxigong,15,2014-06-01,58.03611111111111,
Wanshouxigong,16,2014-07-01,85.52755376344086,
Wanshouxigong,17,2014-08-01,64.42137096774194,
Wanshouxigong,18,2014-09-01,73.93791666666667,
Wanshouxigong,19,2014-10-01,112.1236559139785,
Wanshouxigong,20,2014-11-01,103.08722222222222,
Wanshouxigong,21,2014-12-01,68.96196236559139,
Wanshouxigong,22,2015-01-01,103.30147849462367,
Wanshouxigong,23,2015-02-01,103.15997023809524,
Wanshouxigong,24,2015-03-01,87.66935483870968,
Wanshouxigong,25,2015-04-01,72.45,
Wanshouxigong,26,2015-05-01,54.47782258064516,
Wanshouxigong,27,2015-06-01,59.297916666666666,
Wanshouxigong,28,2015-07-01,61.66599462365591,
Wanshouxigong,29,2015-08-01,45.938844086021504,
Wanshouxigong,30,2015-09-01,53.08263888888889,
Wanshouxigong,31,2015-10-01,76.83736559139786,
Wanshouxigong,32,2015-11-01,125.73055555555555,
Wanshouxigong,33,2015-12-01,168.67405913978496,
Wanshouxigong,34,2016-01-01,75.26814516129032,
Wanshouxigong,35,2016-02-01,48.43247126436781,
Wanshouxigong,36,2016-03-01,95.20967741935483,
Wanshouxigong,37,2016-04-01,66.72430555555556,
Wanshouxigong,38,2016-05-01,55.112231182795696,
Wanshouxigong,39,2016-06-01,63.079861111111114,
Wanshouxigong,40,2016-07-01,74.42002688172043,
Wanshouxigong,41,2016-08-01,50.663978494623656,
Wanshouxigong,42,2016-09-01,58.72222222222222,
Wanshouxigong,43,2016-10-01,83.90658602150538,
Wanshouxigong,44,2016-11-01,106.3875,
Wanshouxigong,45,2016-12-01,156.94758064516128,
Wanshouxigong,46,2017-01-01,132.07258064516128,
Wanshouxigong,47,2017-02-01,77.68675595238095,
Wanshouxigong,48,2017-03-01,,76.63403129340949
Wanshouxigong,49,2017-04-01,,85.12943625350347
Wanshouxigong,50,2017-05-01,,85.12943625350347
Wanshouxigong,51,2017-06-01,,85.12943625350347
Wanshouxigong,52,2017-07-01,,85.12943625350347
Wanshouxigong,53,2017-08-01,,85.12943625350347
Wanshouxigong,54,2017-09-01,,85.12943625350347
Wanshouxigong,55,2017-10-01,,85.12943625350347
Wanshouxigong,56,2017-11-01,,85.12943625350347
Wanshouxigong,57,2017-12-01,,85.12943625350347
Wanshouxigong,58,2018-01-01,,85.12943625350347
Wanshouxigong,59,2018-02-01,,85.12943625350347
